	1	-659.0558267352537
	2	-95.25207950876475
	3	-114.56846760105867
	4	-41.83530496758448
	5	-25921.68883945935
	1	-659.0558267352537
	2	-95.25207950876475
	3	-114.56846760105867
	4	-41.83530496758448
	5	-25921.68883945935
	1	-659.0558267352537
	2	-95.25207950876475
	3	-114.56846760105867
	4	-41.83530496758448
	5	-25921.68883945935
	6	-116.96196753355092
	7	-107.42595347133106
	8	-172.10726596830324
	9	-55.13117604728116
	10	-248.55296663411718
	11	-90.85233207282594
	12	-267.23073654043225
	13	-141.35368167847827
	14	-216.94322915734324
	15	-89.12055030175897
	16	-221.17472246225373
	17	-174.54054660278643
	18	-29326.56290685742
	19	-55.55932803374539
	20	-65.13115660011778
	21	-113.39196463670172
	22	-149.5142711061037
	23	-145.0018002839228
	24	-308.0279313166707
	25	-119.91671287300666
	26	-681.488274563941
	27	-286.6943503420871
	28	-35.02707845019662
	29	-182.3291280365553
	30	-140.1012075578268
	31	-94.00212853202085
	32	-17068.93773583439
	33	-62.02406473119268
	34	-24651.077803748336
	35	-167.73912752794797
	36	-210.47748844180344
	37	-38.22308420492731
	38	-21520.045041056117
	39	-118.83675394904117
	40	-68.28090804928286
	41	-224.8231931832638
	42	-85.31233499618145
	43	-23.60059724499055
	44	-86.30016974665297
	45	-188.13271614346374
	46	-18761.217180000873
	47	-169.4577281700283
	48	-95.03864890192851
	49	-48.0606645324818
	50	-303.0417155188673
	51	-110.40002756138485
	52	-41.26339351220501
	53	-57.32119427208163
	54	-133.04327694126715
	55	-50.552500275606555
	56	-171.02367811177484
	57	-52.719451929673845
	58	-53.47236838107793
	59	-102.49582912492039
	60	-185.885490962319
	61	-46.55828351730538
	62	-651.3659691579135
	63	-46.0040332323291
	64	-105.94330255156994
	65	-58.94538915449837
	66	-69.71416183946322
	67	-69.60732015939756
	68	-16829.8657454908
	69	-164.932848174821
	70	-21.64729819681371
	71	-27.15110628287133
	72	-62.76716826754729
	73	-26.026230847633066
	74	-16.670896434162334
	75	-58.702683720003805
	76	-190.15119526940168
	77	-165.4791212164831
	78	-14087.365438692548
	79	-91.79832413610977
	80	-290.1953663890565
	81	-70.87767428484646
	82	-329.0176114655772
	83	-25.00966530352713
	84	-94.75865796920743
	85	-12396.94122565829
	86	-296.4041065231221
	87	-189.88350336693188
	88	-47.94111521713371
	89	-195.91742109544253
	90	-10929.77551041807
	91	-41.40284220165078
	92	-87.09069126497755
	93	-9053.63397554544
	1	-659.0558267352537
	2	-95.25207950876475
	3	-114.56846760105867
	4	-41.83530496758448
	5	-25921.68883945935
	6	-116.96196753355092
	7	-107.42595347133106
	8	-172.10726596830324
	9	-55.13117604728116
	10	-248.55296663411718
	11	-90.85233207282594
	12	-267.23073654043225
	13	-141.35368167847827
	14	-216.94322915734324
	15	-89.12055030175897
	16	-221.17472246225373
	17	-174.54054660278643
	18	-29326.56290685742
	19	-55.55932803374539
	20	-65.13115660011778
	21	-113.39196463670172
	22	-149.5142711061037
	23	-145.0018002839228
	24	-308.0279313166707
	25	-119.91671287300666
	26	-681.488274563941
	27	-286.6943503420871
	28	-35.02707845019662
	29	-182.3291280365553
	30	-140.1012075578268
	31	-94.00212853202085
	32	-17068.93773583439
	33	-62.02406473119268
